datetime,JP_RS_YoY_Actual,JP_RS_YoY_Srv_Med,JP_RS_YoY_Revised,JP_RS_YoY_Prior
1982-11-01 17:00:00,3.10,,2.6,2.60
1982-10-01 17:00:00,2.60,,2.5,2.50
1982-09-01 17:00:00,2.50,,-0.3,-0.30
1982-08-01 17:00:00,-0.30,,5.2,5.20
1982-07-01 17:00:00,5.20,,4.4,4.40
1982-06-01 17:00:00,4.40,,1.2,1.20
1982-05-01 17:00:00,1.20,,2.7,2.70
1982-04-01 17:00:00,2.70,,3.0,3.00
1982-03-01 17:00:00,3.00,,4.1,4.10
1982-02-01 17:00:00,4.10,,6.8,6.80
1982-01-01 17:00:00,6.80,,5.8,5.80
1981-12-01 17:00:00,5.80,,6.3,6.30
1981-11-01 17:00:00,6.30,,6.3,6.30
1981-10-01 17:00:00,6.30,,7.1,7.10
1981-09-01 17:00:00,7.10,,8.8,8.80
1981-08-01 17:00:00,8.80,,3.3,3.30
1981-07-01 17:00:00,3.30,,3.0,3.00
1981-06-01 17:00:00,3.00,,3.9,3.90
1981-05-01 17:00:00,3.90,,6.5,6.50
1981-04-01 17:00:00,6.50,,2.2,2.20
1981-03-01 17:00:00,2.20,,6.7,6.70
1981-02-01 17:00:00,6.70,,5.8,5.80
1981-01-01 17:00:00,5.80,,5.0,5.00
1980-12-01 17:00:00,5.00,,8.0,8.00
1980-11-01 17:00:00,8.00,,6.9,6.90
1980-10-01 17:00:00,6.90,,6.8,6.80
1980-09-01 17:00:00,6.80,,8.2,8.20
1980-08-01 17:00:00,8.20,,11.5,11.50
1980-07-01 17:00:00,11.50,,15.1,15.10
1980-06-01 17:00:00,15.10,,18.9,18.90
1980-05-01 17:00:00,18.90,,16.4,16.40
1980-04-01 17:00:00,16.40,,21.2,21.20
1980-03-01 17:00:00,21.20,,16.2,16.20
1980-02-01 17:00:00,16.20,,14.1,14.10
1980-01-01 17:00:00,14.10,,16.1,16.10
1979-12-01 17:00:00,16.10,,11.7,11.70
1979-11-01 17:00:00,11.70,,13.3,13.30
1979-10-01 17:00:00,13.30,,13.3,13.30
1979-09-01 17:00:00,13.30,,9.5,9.50
1979-08-01 17:00:00,9.50,,33.9,33.90
1979-07-01 17:00:00,33.90,,34.5,34.50
1979-06-01 17:00:00,34.50,,30.9,30.90
1979-05-01 17:00:00,30.90,,35.4,35.40
1979-04-01 17:00:00,35.40,,36.0,36.00
1979-03-01 17:00:00,36.00,,36.5,36.50
1979-02-01 17:00:00,36.50,,27.3,27.30
1979-01-01 17:00:00,27.30,,35.0,35.00
1978-12-01 17:00:00,35.00,,32.6,32.60
1978-11-01 17:00:00,32.60,,34.3,34.30
1978-10-01 17:00:00,34.30,,27.0,27.00
1978-09-01 17:00:00,27.00,,32.4,32.40
1978-08-01 17:00:00,32.40,,11.2,11.20
1978-07-01 17:00:00,11.20,,9.1,9.10
1978-06-01 17:00:00,9.10,,9.8,9.80
1978-05-01 17:00:00,9.80,,8.6,8.60
1978-04-01 17:00:00,8.60,,8.3,8.30
1978-03-01 17:00:00,8.30,,6.7,6.70
1978-02-01 17:00:00,6.70,,8.3,8.30
1978-01-01 17:00:00,8.30,,7.4,7.40
1977-12-01 17:00:00,7.40,,10.1,10.10
1977-11-01 17:00:00,10.10,,11.9,11.90
1977-10-01 17:00:00,11.90,,13.2,13.20
1977-09-01 17:00:00,13.20,,14.1,14.10
1977-08-01 17:00:00,14.10,,10.7,10.70
1977-07-01 17:00:00,10.70,,11.8,11.80
1977-06-01 17:00:00,11.80,,14.7,14.70
1977-05-01 17:00:00,14.70,,13.0,13.00
1977-04-01 17:00:00,13.00,,8.4,8.40
1977-03-01 17:00:00,8.40,,12.4,12.40
1977-02-01 17:00:00,12.40,,7.8,7.80
1977-01-01 17:00:00,7.80,,8.8,8.80
1976-12-01 17:00:00,8.80,,6.6,6.60
1976-11-01 17:00:00,6.60,,5.9,5.90
1976-10-01 17:00:00,5.90,,6.3,6.30
1976-09-01 17:00:00,6.30,,4.6,4.60
1976-08-01 17:00:00,4.60,,5.5,5.50
1976-07-01 17:00:00,5.50,,5.1,5.10
1976-06-01 17:00:00,5.10,,3.9,3.90
1976-05-01 17:00:00,3.90,,4.4,4.40
1976-04-01 17:00:00,4.40,,12.2,12.20
1976-03-01 17:00:00,12.20,,10.6,10.60
1976-02-01 17:00:00,10.60,,9.1,9.10
1976-01-01 17:00:00,9.10,,11.6,11.60
1975-12-01 17:00:00,11.60,,16.4,16.40
1975-11-01 17:00:00,16.40,,10.2,10.20
1975-10-01 17:00:00,10.20,,18.8,18.80
1975-09-01 17:00:00,18.80,,19.7,19.70
1975-08-01 17:00:00,19.70,,21.9,21.90
1975-07-01 17:00:00,21.90,,25.3,25.30
1975-06-01 17:00:00,25.30,,29.7,29.70
1975-05-01 17:00:00,29.70,,29.9,29.90
1975-04-01 17:00:00,29.90,,23.7,23.70
1975-03-01 17:00:00,23.70,,18.5,18.50
1975-02-01 17:00:00,18.50,,22.9,22.90
1975-01-01 17:00:00,22.90,,19.3,19.30
1974-12-01 17:00:00,19.30,,18.5,18.50
1974-11-01 17:00:00,18.50,,23.4,23.40
1974-10-01 17:00:00,23.40,,19.7,19.70
1974-09-01 17:00:00,19.70,,18.8,18.80
1974-08-01 17:00:00,18.80,,18.4,18.40
1974-07-01 17:00:00,18.40,,17.0,17.00
1974-06-01 17:00:00,17.00,,13.5,13.50
1974-05-01 17:00:00,13.50,,12.1,12.10
1974-04-01 17:00:00,12.10,,18.2,18.20
1974-03-01 17:00:00,18.20,,23.5,23.50
1974-02-01 17:00:00,23.50,,26.0,26.00
1974-01-01 17:00:00,26.00,,30.6,30.60
1973-12-01 17:00:00,30.60,,29.7,29.70
1973-11-01 17:00:00,29.70,,28.6,28.60
1973-10-01 17:00:00,28.60,,26.0,26.00
1973-09-01 17:00:00,26.00,,27.3,27.30
1973-08-01 17:00:00,27.30,,28.3,28.30
1973-07-01 17:00:00,28.30,,27.1,27.10
1973-06-01 17:00:00,27.10,,28.4,28.40
1973-05-01 17:00:00,28.40,,30.4,30.40
1973-04-01 17:00:00,30.40,,24.2,24.20
1973-03-01 17:00:00,24.20,,22.3,4.2
